시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,휴무일,운영시간,주차 가능여부,입장(이용료)가격 정보,반려동물 동반 가능정보,반려동물 전용 정보,입장 가능 동물 크기,반려동물 제한사항,장소(실내) 여부,장소(실외)여부,기본 정보_장소설명,애견 동반 추가 요금,최종작성일
뉴힐링 스파펜션,반려동물업,반려동반여행,펜션,경기도,가평군,청평면,삼회리,95-1 번지,북한강로,2173 번,37.70933571,127.399616,12458.0,경기도 가평군 청평면 북한강로 2173,경기도 가평군 청평면 삼회리 95-1,050-5679-2979,http://www.뉴힐링펜션.com,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,6kg 미만,제한사항 없음,Y,Y,"애견 동반 펜션, 사전문의 필수","10,000원",2022-11-30
느낌 스파펜션,반려동물업,반려동반여행,펜션,전라남도,여수시,돌산읍,평사리,1253-11 번지,계동로,536 번,34.68025341,127.776304,59771.0,전라남도 여수시 돌산읍 계동로 536,전라남도 여수시 돌산읍 평사리 1253-11,050-5765-0699,http://yeosufeeling.kr/,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,소형,제한사항 없음,Y,Y,"애견 동반 펜션, 사전문의 필수",없음,2022-11-30
느리울근린공원,반려동물업,반려동반여행,여행지,대전광역시,서구,관저동,,1419 번지,,,36.29971867,127.342487,35377.0,,대전광역시 서구 관저동 1419,,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022-11-30
느티나무펜션,반려동물업,반려동반여행,펜션,경상남도,통영시,욕지면,서산리,216-18 번지,욕지일주로,1148-78 번,34.62420123,128.244983,53100.0,경상남도 통영시 욕지면 욕지일주로 1148-78,경상남도 통영시 욕지면 서산리 216-18,0507-1327-9878,http://욕지도느티나무펜션.kr/,연중무휴,매일 15:00~11:00,Y,변동,N,해당없음,해당없음,해당없음,Y,Y,펜션,없음,2022-11-30
늘바다펜션,반려동물업,반려동반여행,펜션,제주특별자치도,서귀포시,안덕면,창천리,901-6 번지,대평로,38 번,33.23724316,126.36361,63533.0,제주특별자치도 서귀포시 안덕면 대평로 38,제주특별자치도 서귀포시 안덕면 창천리 901-6,050-5765-0609,http://www.oceanlogps.kr/,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,Y,애견 동반 펜션,"10,000원",2022-11-30
능수버들공원,반려동물업,반려동반여행,여행지,충청남도,천안시 서북구,불당동,,1499 번지,불당26로,119 번,36.8190616,127.106525,31156.0,충청남도 천안시 서북구 불당26로 119,충청남도 천안시 서북구 불당동 1499,,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
다대포해수욕장,반려동물업,반려동반여행,여행지,부산광역시,사하구,다대동,,,,,35.06027822,128.967656,,,부산광역시 사하구 다대동,051-220-4161,https://www.saha.go.kr/tour/contents.do?mId=0101030000,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
다랭이두레방,반려동물업,반려동반여행,여행지,경상남도,남해군,남면,홍현리,898-5 번지,남면로679번길,21 번,34.72752012,127.894035,52436.0,경상남도 남해군 남면 남면로679번길 21,경상남도 남해군 남면 홍현리 898-5,055-863-3427,https://darangyi.modoo.at/,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
다산 현대프리미엄아울렛 흰디하우스,반려동물업,반려동반여행,여행지,경기도,남양주시,다산동,,6141 번지,다산순환로,50 번,37.61625793,127.152429,12248.0,경기도 남양주시 다산순환로 50,경기도 남양주시 다산동 6141,02-549-2233,http://www.ehyundai.com/newPortal/outlet/DP/FG/FG000000_V.do?branchCd=B00178000&outletYN=Y,연중무휴,매일 10:30~21:00,Y,없음,Y,해당없음,소형/중형,목줄,N,Y,관광지,없음,2022-11-30
다산생태공원,반려동물업,반려동반여행,여행지,경기도,남양주시,조안면,능내리,56-15 번지,다산로,767 번,37.51439642,127.298308,12283.0,경기도 남양주시 조안면 다산로 767,경기도 남양주시 조안면 능내리 56-15,031-590-8634,https://www.nyj.go.kr/culture/3426?action-value=276191&action=read,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
다산초당,반려동물업,반려동반여행,여행지,전라남도,강진군,도암면,만덕리,339-1 번지,다산초당길,68-35 번,34.5807211,126.744944,59248.0,전라남도 강진군 도암면 다산초당길 68-35,전라남도 강진군 도암면 만덕리 339-1,061-430-3911,정보없음,연중무휴,매일 09:00~18:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
다솜 스파펜션,반려동물업,반려동반여행,펜션,경기도,가평군,북면,제령리,569-3 번지,가화로,1345 번,37.90106355,127.51919,12405.0,경기도 가평군 북면 가화로 1345,경기도 가평군 북면 제령리 569-3,050-5765-0677,http://다솜펜션.com/,연중무휴,매일 15:00~11:00,Y,변동,N,해당없음,해당없음,해당없음,Y,Y,펜션,없음,2022-11-30
다온재 펜션,반려동물업,반려동반여행,펜션,제주특별자치도,서귀포시,성산읍,오조리,1065-29 번지,산성효자로114번길,121-2 번,33.45441172,126.90686,63639.0,제주특별자치도 서귀포시 성산읍 산성효자로114번길 121-2,제주특별자치도 서귀포시 성산읍 오조리 1065-29,0507-1436-5090,http://www.jejudaonjae.com,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,모두 가능,"반려동물 침구 필수, 짖음, 공격성 심한 경우 제한",Y,Y,애견 동반 펜션,"50,000원",2022-11-30
다와풀빌라펜션,반려동물업,반려동반여행,펜션,제주특별자치도,서귀포시,안덕면,창천리,705-7 번지,소기왓로,81-4 번,33.24239602,126.368052,63533.0,제주특별자치도 서귀포시 안덕면 소기왓로 81-4,제주특별자치도 서귀포시 안덕면 창천리 705-7,050-5765-0697,http://www.jejudawa.kr/,연중무휴,매일 16:00~11:00,Y,변동,Y,해당없음,10kg 이하,"애견용품 개별준비, 객실당 2마리까지만 가능",Y,Y,"애견 동반 펜션, 5kg 미만 강아지, 고양이 입실 가능, 패밀리스위트룸만 5kg 이상 가능","30,000원",2022-11-30
단양강잔도,반려동물업,반려동반여행,여행지,충청북도,단양군,,애곡리,,,,36.96754552,128.31317,27014.0,,충청북도 단양군 적성면 애곡리,034-420-3114,https://www.danyang.go.kr/dy21/1,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
달빛길스테이,반려동물업,반려동반여행,펜션,전라북도,진안군,부귀면,오룡리,514-1 번지,오산길,74-4 번,35.83258929,127.342992,55416.0,전라북도 진안군 부귀면 오산길 74-4,전라북도 진안군 부귀면 오룡리 514-1,0503-5058-8818,https://moonlightstay.modoo.at,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,Y,애견 동반 펜션,없음,2022-11-30
달빛소리수목원,반려동물업,반려동반여행,여행지,전라북도,익산시,춘포면,천서리,378-2 번지,천서길,150 번,35.93952701,127.033123,54580.0,전라북도 익산시 춘포면 천서길 150,전라북도 익산시 춘포면 천서리 378-2,063-834-9065,https://blog.naver.com/dal90651,매주 월요일,화~일 11:00~18:00,Y,3000원,Y,해당없음,소형/중형,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
달빛쌈지공원,반려동물업,반려동반여행,여행지,경상남도,밀양시,내일동,,431-128 번지,내일중앙1길,21-29 번,35.49570896,128.754439,50429.0,경상남도 밀양시 내일중앙1길 21-29,경상남도 밀양시 내일동 431-128,055-359-5646,https://www.miryang.go.kr/tur/EgovTourDetail.do?nmtIdx=58&mnNo=10303040000,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
담양관방제림,반려동물업,반려동반여행,여행지,전라남도,담양군,담양읍,객사리,2-1 번지,객사7길,37 번,35.32342296,126.98965,57339.0,전라남도 담양군 담양읍 객사7길 37,전라남도 담양군 담양읍 객사리 2-1,061-380-2812,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
담양국수거리,반려동물업,반려동반여행,여행지,전라남도,담양군,,객사리,,,,35.32163595,126.985884,,,전라남도 담양군 담양읍 객사리,,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
담양애견운동장 fog dog,반려동물업,반려동반여행,여행지,전라남도,담양군,월산면,중월리,430 번지,담장로,515-19 번,35.34523644,126.921537,57314.0,전라남도 담양군 월산면 담장로 515-19,전라남도 담양군 월산면 중월리 430,061-381-9907,https://m.blog.naver.com/damyang_fordog,연중무휴,"월~금 11:00~19:00, 토~일 11:00~20:00",Y,5000원,Y,해당없음,모두 가능,목줄,N,Y,"관광지, 강아지놀이터","5,000원",2022-11-30
당산근린공원,반려동물업,반려동반여행,여행지,충청북도,청주시 상당구,대성동,,150 번지,용담로,43 번,36.63338333,127.495624,28518.0,충청북도 청주시 상당구 용담로 43,충청북도 청주시 상당구 대성동 150,,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
대골근린공원,반려동물업,반려동반여행,여행지,대전광역시,유성구,죽동,,666 번지,,,36.37556862,127.334262,34097.0,,대전광역시 유성구 죽동 666,,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022-11-30
대관령양떼목장,반려동물업,반려동반여행,여행지,강원도,평창군,대관령면,횡계리,14-104 번지,대관령마루길,483-32 번,37.68756174,128.753315,25342.0,강원도 평창군 대관령면 대관령마루길 483-32,강원도 평창군 대관령면 횡계리 14-104,033-335-1967,http://www.yangtte.co.kr/,법정공휴일,매일 09:00~17:00,Y,7000원,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
대관령하늘목장,반려동물업,반려동반여행,여행지,강원도,평창군,대관령면,횡계리,1-134 번지,꽃밭양지길,458-23 번,37.71174234,128.732139,25341.0,강원도 평창군 대관령면 꽃밭양지길 458-23,강원도 평창군 대관령면 횡계리 산 1-134,0507-1321-8061,http://www.skyranch.co.kr/,연중무휴,"매일 하절기 09:00~18:00, 동절기 09:00~17:30",Y,8000원,Y,해당없음,모두 가능,"맹견 제한, 목줄 필수, 트랙터 이용 시 안거나 케이지 필요",N,Y,관광지,없음,2022-11-30
대농3지구근린공원,반려동물업,반려동반여행,여행지,충청북도,청주시 흥덕구,복대동,,3399 번지,대농로,99 번,36.64360295,127.43385,28425.0,충청북도 청주시 흥덕구 대농로 99,충청북도 청주시 흥덕구 복대동 3399,,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
대동생태체육공원,반려동물업,반려동반여행,여행지,경상남도,김해시,대동면,조눌리,33 번지,동남로,234-2 번,35.25348287,129.000493,50807.0,경상남도 김해시 대동면 동남로 234-2,경상남도 김해시 대동면 조눌리 33,055-330-8773,정보없음,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,"공원, 잔디구장 대관 별도 문의",없음,2022-11-30
대명유수지,반려동물업,반려동반여행,여행지,대구광역시,달서구,대천동,,816 번지,,,35.82261014,128.490625,42717.0,,대구광역시 달서구 대천동 816,,정보없음,연중무휴,매일 09:00~18:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
대방녹지공원,반려동물업,반려동반여행,여행지,경상남도,창원시 성산구,가음동,,28 번지,가음정로,170 번,35.20226838,128.69988,51489.0,경상남도 창원시 성산구 가음정로 170,경상남도 창원시 성산구 가음동 28,055-272-4501,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=40f09892-098b-4e40-8d2a-75015485da6e&big_category=undefined&mid_category=undefined&big_area=undefined&referrer=https%3A%2F%2Fterms.naver.com%2Fentry.naver%3FdocId%3D6555654%26cid%3D42856%26categoryId%3D42856,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
대부도 미림펜션 신관,반려동물업,반려동반여행,펜션,인천광역시,옹진군,영흥면,내리,1562-2 번지,영흥로,679 번,37.26913639,126.453712,23117.0,인천광역시 옹진군 영흥면 영흥로 679,인천광역시 옹진군 영흥면 내리 1562-2,0507-1404-9333,https://www.himirim.com/,연중무휴,매일 14:00~11:00,Y,변동,Y,해당없음,소형,제한사항 없음,Y,Y,애견 동반 펜션,"20,000원",2022-11-30
대부바다향기테마파크,반려동물업,반려동반여행,여행지,경기도,안산시 단원구,대부북동,,1841-10 번지,대부황금로,1480-7 번,37.28627433,126.574554,15638.0,경기도 안산시 단원구 대부황금로 1480-7,경기도 안산시 단원구 대부북동 1841-10,1899-1720,https://www.ansan.go.kr/tourinfo/main/main.do,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
대신공원,반려동물업,반려동반여행,여행지,부산광역시,서구,서대신4동,,2-1 번지,보수대로320번길,59 번,35.12165362,129.014783,49200.0,부산광역시 서구 보수대로320번길 59,부산광역시 서구 서대신동3가 산 2-1,051-240-4531,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022-11-30
대저생태공원,반려동물업,반려동반여행,여행지,부산광역시,강서구,대저1동,,2314-11 번지,공항로,1246 번,35.20984892,128.984556,46703.0,부산광역시 강서구 공항로 1246,부산광역시 강서구 대저1동 2314-11,051-971-6011,https://www.busan.go.kr/nakdong/daejeopark01,연중무휴,매일 06:00~21:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
대전해수욕장,반려동물업,반려동반여행,여행지,전라남도,고흥군,두원면,대전리,37-6 번지,두원로,1306-1 번,34.7122332,127.269952,59513.0,전라남도 고흥군 두원면 두원로 1306-1,전라남도 고흥군 두원면 대전리 37-6,061-830-6259,정보없음,연중무휴,매일 10:00~18:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
대청호반자연생태공원,반려동물업,반려동반여행,여행지,대전광역시,동구,추동,,330 번지,,,36.37267216,127.474852,34500.0,,대전광역시 동구 추동 330,042-251-4748,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
더그림,반려동물업,반려동반여행,여행지,경기도,양평군,옥천면,용천리,564-7 번지,사나사길,175 번,37.52915207,127.497062,12506.0,경기도 양평군 옥천면 사나사길 175,경기도 양평군 옥천면 용천리 564-7,070-4257-2210,http://www.thegreem.com/,연중무휴,매일 10:20~일몰,Y,8000원,Y,해당없음,소형,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
더담양하우스,반려동물업,반려동반여행,펜션,전라남도,담양군,가사문학면,지곡리,221 번지,지실길,63 번,35.18810421,127.008674,57392.0,전라남도 담양군 가사문학면 지실길 63,전라남도 담양군 가사문학면 지곡리 221,0507-1355-9478,https://www.instagram.com/thedamyanghouse/,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,소형/중형,제한사항 없음,Y,Y,"애견 동반 펜션, 사전문의 필수","25,000원",2022-11-30
더마루애견펜션,반려동물업,반려동반여행,펜션,충청남도,태안군,안면읍,창기리,1236-4 번지,삼봉길,72-30 번,36.57441335,126.326627,32162.0,충청남도 태안군 안면읍 삼봉길 72-30,충청남도 태안군 안면읍 창기리 1236-4,0507-1407-2447,http://the-maru.com/,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,모두 가능,"입질, 공격성 심한 경우, 맹견 입실 불가, 객실당 최대 3마리",Y,Y,애견 동반 펜션,"10,000원",2022-11-30
